"gene","module","module_color"
"TXNDC11",3,"brown"
"SRR",1,"turquoise"
"COPE",1,"turquoise"
"OSBP",1,"turquoise"
"gga-mir-1653",1,"turquoise"
"SEMA6D",6,"red"
"INIP",1,"turquoise"
"TOPORS",1,"turquoise"
"SPRY4",6,"red"
"C2orf88",2,"blue"
"C1QTNF6",4,"yellow"
"CHIA",4,"yellow"
"TGIF2",2,"blue"
"SMCR8",4,"yellow"
"COCH",5,"green"
"HAAO",4,"yellow"
"MTA3",3,"brown"
"SOST",1,"turquoise"
"RPS6KA3",2,"blue"
"KIDINS220",2,"blue"
"TEX10",1,"turquoise"
"gga-mir-2131",1,"turquoise"
"SNORD125",1,"turquoise"
"EIF3D",1,"turquoise"
"gga-mir-1804",1,"turquoise"
"VPS13A",1,"turquoise"
"GNAQ",1,"turquoise"
"CEP78",1,"turquoise"
"ATP6V1A",1,"turquoise"
"NDC80",2,"blue"
"MTX3",9,"magenta"
"THBS4",1,"turquoise"
"IVD",3,"brown"
"GLI3",4,"yellow"
"USP30",1,"turquoise"
"TUBA1C",8,"pink"
"IFT74",1,"turquoise"
"JMJD6",1,"turquoise"
"IWS1",1,"turquoise"
"RSBN1L",3,"brown"
"EDEM1",1,"turquoise"
"RNPEPL1",1,"turquoise"
"FCF1",1,"turquoise"
"GPBP1L1",1,"turquoise"
"AREL1",3,"brown"
"PPP2CB",1,"turquoise"
"TMEM69",1,"turquoise"
"MFSD14A",1,"turquoise"
"IBA57",1,"turquoise"
"NPY5R",4,"yellow"
"TMEM229B",1,"turquoise"
"DNAJB9",4,"yellow"
"RAD51B",1,"turquoise"
"NAF1",4,"yellow"
"FGFR2",3,"brown"
"THAP5",4,"yellow"
"FBXL7",1,"turquoise"
"ORMDL2",1,"turquoise"
"LARP4B",1,"turquoise"
"POU2F3",3,"brown"
"PPP1R3C",3,"brown"
"P4HA2",3,"brown"
"GATAD2B",1,"turquoise"
"IL17RD",4,"yellow"
"RPS2",1,"turquoise"
"FKBP7",2,"blue"
"NEU2",4,"yellow"
"NCSTN",1,"turquoise"
"PWWP2B",1,"turquoise"
"INPP5A",1,"turquoise"
"SLC5A9",1,"turquoise"
"ARID3B",2,"blue"
"POLRMT",1,"turquoise"
"COX10",5,"green"
"TRAF3IP3",4,"yellow"
"CPLX3",2,"blue"
"CLCN5",1,"turquoise"
"ALYREF",9,"magenta"
"BRPF1",4,"yellow"
"DCT",4,"yellow"
"TGDS",4,"yellow"
"MBNL2",1,"turquoise"
"GPR180",4,"yellow"
"ABCC4",1,"turquoise"
"DZIP1",8,"pink"
"DNAJC3",2,"blue"
"IGSF3",3,"brown"
"UBE2L3",1,"turquoise"
"KXD1",3,"brown"
"MRPS35",6,"red"
"GAS2L1",3,"brown"
"FASTKD3",4,"yellow"
"TLL1",8,"pink"
"FA2H",1,"turquoise"
"TSPAN3",1,"turquoise"
"SNRPC",1,"turquoise"
"SDR16C5",1,"turquoise"
"TOPBP1",1,"turquoise"
"MVB12B",1,"turquoise"
"TMEM222",2,"blue"
"SMIM8",1,"turquoise"
"USP16",9,"magenta"
"PBX1",1,"turquoise"
"RMND5A",5,"green"
"RHBDL3",3,"brown"
"USP3",4,"yellow"
"ADCY1",3,"brown"
"MARCH8",1,"turquoise"
"ACAA1",1,"turquoise"
"COPG1",3,"brown"
"AP5Z1",1,"turquoise"
"TMCC2",5,"green"
"SLC4A2",1,"turquoise"
"SLC41A3",1,"turquoise"
"BCKDHB",1,"turquoise"
"MIDN",7,"black"
"TM2D3",1,"turquoise"
"TMC7",1,"turquoise"
"SLC38A10",3,"brown"
"ST8SIA2",2,"blue"
"FAM174B",1,"turquoise"
"DACH2",4,"yellow"
"NUP88",6,"red"
"CALB1",1,"turquoise"
"ATP2A2",1,"turquoise"
"IKZF5",1,"turquoise"
"AAMDC",1,"turquoise"
"MLH1",1,"turquoise"
"NUP153",1,"turquoise"
"SUPT5H",1,"turquoise"
"ARHGEF11",2,"blue"
"MAP2K3",1,"turquoise"
"EPHA2",3,"brown"
"AAAS",1,"turquoise"
"NAA30",1,"turquoise"
"ESYT3",3,"brown"
"PNPT1",1,"turquoise"
"gga-mir-1756b",1,"turquoise"
"CAMK1",2,"blue"
"EMX2",3,"brown"
"NUMB",3,"brown"
"FAM204A",1,"turquoise"
"SLC2A2",4,"yellow"
"LBR",4,"yellow"
"RAB11FIP2",3,"brown"
"EIF5A2",1,"turquoise"
"CNIH3",8,"pink"
"SREBF1",3,"brown"
"HOXA13",1,"turquoise"
"NRARP",1,"turquoise"
"MIGA1",6,"red"
"EHD4",2,"blue"
"AASS",4,"yellow"
"NOXA1",1,"turquoise"
"MSH6",1,"turquoise"
"CCDC186",0,"grey"
"USH1G",1,"turquoise"
"MOB1A",2,"blue"
"ARID5A",2,"blue"
"WIF1",1,"turquoise"
"PHF2",4,"yellow"
"PTRHD1",1,"turquoise"
"PPP1R9B",1,"turquoise"
"PNPLA4",1,"turquoise"
"C6orf58",2,"blue"
"SPRTN",8,"pink"
"FIGN",7,"black"
"COBLL1",2,"blue"
"LAMA1",4,"yellow"
"TNKS2",1,"turquoise"
"TXNDC17",1,"turquoise"
"SLC5A6",6,"red"
"SARAF",3,"brown"
"AMN",4,"yellow"
"ZNF142",1,"turquoise"
"MSH4",1,"turquoise"
"BGLAP",1,"turquoise"
"NUDT19",2,"blue"
"NT5C2",1,"turquoise"
"ERLEC1",2,"blue"
"ORC5",1,"turquoise"
"SLC26A9",1,"turquoise"
"CHD5",1,"turquoise"
"APBA3",1,"turquoise"
"TJP3",1,"turquoise"
"KIF9",1,"turquoise"
"DBX2",5,"green"
"SNU13",1,"turquoise"
"XRCC6",5,"green"
"DESI1",4,"yellow"
"NFE2L1",1,"turquoise"
"NELL2",1,"turquoise"
"KCNG2",3,"brown"
"SCRN3",0,"grey"
"SUGCT",1,"turquoise"
"ISCA1",1,"turquoise"
"EIF4E2",1,"turquoise"
"ZCCHC6",9,"magenta"
"DNAJC1",1,"turquoise"
"LAMB4",1,"turquoise"
"ATP9A",4,"yellow"
"ABHD11",1,"turquoise"
"TMEM86A",4,"yellow"
"SPTY2D1",4,"yellow"
"XPC",7,"black"
"GOLM1",1,"turquoise"
"FAS",1,"turquoise"
"ZFAT",2,"blue"
"OSR2",2,"blue"
"LAMP1",4,"yellow"
"GORAB",6,"red"
"AMACR",1,"turquoise"
"PRRX1",1,"turquoise"
"TBC1D2B",1,"turquoise"
"TEX264",1,"turquoise"
"NR2F2",1,"turquoise"
"BTG2",1,"turquoise"
"FHL3",2,"blue"
"gga-mir-7444",1,"turquoise"
"ARMC1",1,"turquoise"
"ICE2",1,"turquoise"
"SHISA2",6,"red"
"KIFC3",1,"turquoise"
"HSBP1",3,"brown"
"TRRAP",1,"turquoise"
"VTN",4,"yellow"
"PPIL1",9,"magenta"
"KPNA2",3,"brown"
"RAB24",3,"brown"
"UTP18",1,"turquoise"
"SERPINF2",1,"turquoise"
"RTKN2",3,"brown"
"ERCC4",1,"turquoise"
"AKAP10",4,"yellow"
"RGS9BP",4,"yellow"
"ANKRD27",1,"turquoise"
"RC3H1",1,"turquoise"
"NPLOC4",1,"turquoise"
"NDST1",8,"pink"
"RPS14",1,"turquoise"
"PCMTD1",4,"yellow"
"TUB",6,"red"
"SMARCB1",2,"blue"
"FABP7",1,"turquoise"
"PLIN1",3,"brown"
"SMARCC2",1,"turquoise"
"CNOT7",1,"turquoise"
"TXNDC9",4,"yellow"
"gga-mir-6545",1,"turquoise"
"PPP4R1",1,"turquoise"
"ARTN",1,"turquoise"
"ENO2",3,"brown"
"MUSK",3,"brown"
"LPAR1",4,"yellow"
"SERINC4",4,"yellow"
"SVEP1",1,"turquoise"
"TMEM37",1,"turquoise"
"ZNF414",2,"blue"
"PDE3A",3,"brown"
"UBB",1,"turquoise"
"SLC25A38",3,"brown"
"gga-mir-1571",1,"turquoise"
"ACTR2",1,"turquoise"
"SPRED2",7,"black"
"SHOC2",2,"blue"
"MPPED1",2,"blue"
"SULT4A1",6,"red"
"NDUFAF7",9,"magenta"
"UFSP2",2,"blue"
"SPATA7",4,"yellow"
"ARPP19",1,"turquoise"
"FGD4",1,"turquoise"
"AMN1",1,"turquoise"
"FAM114A2",4,"yellow"
"PIP5K1A",1,"turquoise"
"KLF9",1,"turquoise"
"NR2C2AP",3,"brown"
"ELMOD3",2,"blue"
"LOX",2,"blue"
"WNT16",3,"brown"
"DSCAM",1,"turquoise"
"ACTR6",1,"turquoise"
"EGR2",1,"turquoise"
"RHOQ",2,"blue"
"CD247",4,"yellow"
"FKTN",9,"magenta"
"FSD1L",6,"red"
"POU2F1",0,"grey"
"MED7",4,"yellow"
"ABL1",4,"yellow"
"MFSD2A",4,"yellow"
"PIN4",1,"turquoise"
"SLC37A2",0,"grey"
"JPH1",3,"brown"
"BCL10",4,"yellow"
"TIMM13",1,"turquoise"
"FAM175A",1,"turquoise"
"HACL1",3,"brown"
"DEGS2",1,"turquoise"
"SERPINH1",2,"blue"
"BTD",1,"turquoise"
"GCGR",7,"black"
"HNF1A",4,"yellow"
"USP28",1,"turquoise"
"ZNF518A",7,"black"
"C12orf43",7,"black"
"LARS2",3,"brown"
"KIAA0895",1,"turquoise"
"SEC61A2",5,"green"
"HNF4beta",4,"yellow"
"SLC30A4",3,"brown"
"TMEM97",1,"turquoise"
"IP6K2",4,"yellow"
"GID8",1,"turquoise"
"IFT20",1,"turquoise"
"HSCB",1,"turquoise"
"LGR5",2,"blue"
"TCTE1",3,"brown"
"SMARCA2",2,"blue"
"PNN",1,"turquoise"
"VLDLR",8,"pink"
"ANKFY1",3,"brown"
"RPL38",1,"turquoise"
"PDIK1L",1,"turquoise"
"RTFDC1",1,"turquoise"
"TRAPPC4",1,"turquoise"
"B3GNT7",4,"yellow"
"CTTN",1,"turquoise"
"LIG3",1,"turquoise"
"SPSB3",1,"turquoise"
"TRAPPC3",4,"yellow"
"MAPKAPK3",2,"blue"
"TMEM200A",2,"blue"
"PRUNE1",2,"blue"
"SLC1A2",5,"green"
"CNIH1",2,"blue"
"ZNF704",3,"brown"
"CREB5",1,"turquoise"
"PTCD2",1,"turquoise"
"SYNC",1,"turquoise"
"ERGIC1",4,"yellow"
"IK",1,"turquoise"
"VPS13D",2,"blue"
"FNIP2",7,"black"
"VDR",6,"red"
"RUNX1T1",4,"yellow"
"SCAMP1",8,"pink"
"SEC16B",5,"green"
"SDK1",3,"brown"
"IRF2BP2",1,"turquoise"
"DFNA5",6,"red"
"ARHGAP1",4,"yellow"
"CAMK2G",1,"turquoise"
"NPM3",1,"turquoise"
"IDUA",4,"yellow"
"COPS5",6,"red"
"DMTF1",4,"yellow"
"FZD2",1,"turquoise"
"PPP3CA",1,"turquoise"
"LRRCC1",7,"black"
"EXOC2",2,"blue"
"PRC1",4,"yellow"
"VPS33B",2,"blue"
"GFOD1",7,"black"
"TULP3",2,"blue"
"TBC1D7",3,"brown"
"HDAC10",1,"turquoise"
"MYRF",4,"yellow"
"ADAM12",3,"brown"
"ACVR1C",1,"turquoise"
"TNFAIP8",1,"turquoise"
"gga-mir-6572",1,"turquoise"
"PGAP2",2,"blue"
"CTDSP1",1,"turquoise"
"CFAP99",2,"blue"
"GNG10",2,"blue"
"UGCG",3,"brown"
"NRIP1",6,"red"
"MXD4",1,"turquoise"
"SDC1",1,"turquoise"
"PUM2",2,"blue"
"RHOB",3,"brown"
"HS1BP3",2,"blue"
"LDAH",1,"turquoise"
"MANBA",1,"turquoise"
"RAB32",1,"turquoise"
"NFKB1",1,"turquoise"
"KCTD8",1,"turquoise"
"SNRPE",0,"grey"
"gga-mir-1778",1,"turquoise"
"UBA6",1,"turquoise"
"BROX",3,"brown"
"PEX1",3,"brown"
"SMOC1",3,"brown"
"PTPN9",3,"brown"
"ATP10B",4,"yellow"
"MAK16",5,"green"
"LNX1",1,"turquoise"
"PDE7B",3,"brown"
"RASL11B",3,"brown"
"RNF13",2,"blue"
"PFN2",1,"turquoise"
"CHAMP1",1,"turquoise"
"RASA3",1,"turquoise"
"CDC16",1,"turquoise"
"APCDD1L",2,"blue"
"ABI1",4,"yellow"
"VAPB",1,"turquoise"
"ABCB8",1,"turquoise"
"gga-mir-1634-2",2,"blue"
"RMDN1",1,"turquoise"
"MAPK8IP2",1,"turquoise"
"MYO6",3,"brown"
"IRAK1BP1",1,"turquoise"
"HTR1B",6,"red"
"SPATA18",5,"green"
"INTS8",6,"red"
"TUBA1A",0,"grey"
"ALPK3",1,"turquoise"
"OTOP3",4,"yellow"
"LGR4",5,"green"
"HBS1L",1,"turquoise"
"MYOM3",1,"turquoise"
"KIF1BP",2,"blue"
"MYO1E",3,"brown"
"NADSYN1",4,"yellow"
"C9orf78",2,"blue"
"RAB39B",8,"pink"
"FAM193B",3,"brown"
"UBTD1",2,"blue"
"TCFL5",6,"red"
"KCTD9",1,"turquoise"
"FBXL17",1,"turquoise"
"GnRH-I",1,"turquoise"
"FER",6,"red"
"USP44",2,"blue"
"SRP72",4,"yellow"
"CNOT9",1,"turquoise"
"SLC4A7",1,"turquoise"
"NTN4",1,"turquoise"
"SNRPF",8,"pink"
"NAT8B",1,"turquoise"
"GOLGB1",6,"red"
"CEP112",1,"turquoise"
"RDH5",1,"turquoise"
"ADAMTS2",4,"yellow"
"UBE2QL1",2,"blue"
"WDR47",1,"turquoise"
"OSCP1",3,"brown"
"PLEKHN1",1,"turquoise"
"LSM10",1,"turquoise"
"ZDHHC8",1,"turquoise"
"TMOD1",2,"blue"
"SCLY",1,"turquoise"
"ELMO3",3,"brown"
"PPM1D",4,"yellow"
"gga-mir-6553",1,"turquoise"
"MTTP",3,"brown"
"SPON2",4,"yellow"
"DDX55",4,"yellow"
"MBTPS1",1,"turquoise"
"HDAC1",1,"turquoise"
"ATAD5",1,"turquoise"
"CMC4",1,"turquoise"
"G0S2",1,"turquoise"
"ANO5",1,"turquoise"
"NECAP2",1,"turquoise"
"MYO18A",2,"blue"
"VPS37B",2,"blue"
"CPAMD8",1,"turquoise"
"PDHX",1,"turquoise"
"SURF1",1,"turquoise"
"RAVER2",6,"red"
"ADAM10",2,"blue"
"TOR3A",1,"turquoise"
"ZNF326",1,"turquoise"
"APPBP2",1,"turquoise"
"REEP5",3,"brown"
"CAPN1",2,"blue"
"FUCA2",1,"turquoise"
"CEP135",1,"turquoise"
"EXOC1",1,"turquoise"
"RCN2",1,"turquoise"
"SRL",1,"turquoise"
"FEZ1",1,"turquoise"
"SNTB2",3,"brown"
"GLRX",1,"turquoise"
"ERCC6",1,"turquoise"
"USP14",1,"turquoise"
"ROCK1",1,"turquoise"
"POLQ",1,"turquoise"
"EDN1",2,"blue"
"gga-mir-6652",1,"turquoise"
"ZFYVE26",1,"turquoise"
"ALCAM",3,"brown"
"NFKBIZ",1,"turquoise"
"ZPLD1",1,"turquoise"
"NXPE3",1,"turquoise"
"RTN4IP1",7,"black"
"TGS1",1,"turquoise"
"DNAJC2",9,"magenta"
"TAF5",1,"turquoise"
"CFLAR",6,"red"
"ARFGAP2",1,"turquoise"
"MCM9",5,"green"
"LMNB1",6,"red"
"PHAX",7,"black"
"SLC12A2",8,"pink"
"CLCN1",1,"turquoise"
"CASP2",1,"turquoise"
"MME",4,"yellow"
"CNOT6L",1,"turquoise"
"TULP4",2,"blue"
"AP1AR",4,"yellow"
"MRPL16",2,"blue"
"REXO4",3,"brown"
"B3GNT4",5,"green"
"EPRS",2,"blue"
"TMEM117",2,"blue"
"TWF1",2,"blue"
"SRP14",2,"blue"
"MFSD1",1,"turquoise"
"ARL14EP",1,"turquoise"
"FEZ2",2,"blue"
"ACTB",3,"brown"
"FSIP1",8,"pink"
"MAN1C1",2,"blue"
"THBS1",4,"yellow"
"GPATCH2",7,"black"
"AAR2",4,"yellow"
"SCAI",1,"turquoise"
"ELAC2",1,"turquoise"
"SCAMP4",1,"turquoise"
"COTL1",1,"turquoise"
"BTBD1",1,"turquoise"
"TM6SF1",6,"red"
"RPP40",3,"brown"
"CSNK1A1",4,"yellow"
"LPAR6",1,"turquoise"
"ATG2B",1,"turquoise"
"ITM2B",1,"turquoise"
"RB1",1,"turquoise"
"NUDT15",1,"turquoise"
"MED4",4,"yellow"
"HTR2A",1,"turquoise"
"SUCLA2",1,"turquoise"
"LRCH1",3,"brown"
"ESD",1,"turquoise"
"FAM110D",2,"blue"
"FAM181B",2,"blue"
"LIN7C",1,"turquoise"
"GPR39",1,"turquoise"
"CREM",4,"yellow"
"DUSP12",2,"blue"
"CDKN2A",1,"turquoise"
"ATP8B2",1,"turquoise"
"CIDEA",4,"yellow"
"DYNLRB1",1,"turquoise"
"ZMPSTE24",1,"turquoise"
"EIF2D",1,"turquoise"
"NMT1",2,"blue"
"SLC2A8",3,"brown"
"HSD17B7",3,"brown"
"CHL1",4,"yellow"
"TKFC",4,"yellow"
"MYBL2",1,"turquoise"
"TECPR1",4,"yellow"
"LACTB",1,"turquoise"
"ZDHHC4",1,"turquoise"
"TMED5",1,"turquoise"
"RPN1",3,"brown"
"PCMTD2",5,"green"
"E4F1",4,"yellow"
"RAB7A",1,"turquoise"
"GATA2",2,"blue"
"TMEM9B",1,"turquoise"
"GDF9",1,"turquoise"
"ATP6V0A4",4,"yellow"
"METTL6",1,"turquoise"
"EVA1B",1,"turquoise"
"SMARCD2",4,"yellow"
"PPP1R3E",1,"turquoise"
"ZNF608",1,"turquoise"
"RORC",1,"turquoise"
"HYI",1,"turquoise"
"BAIAP2",6,"red"
"ZNF282",2,"blue"
"TSPOAP1",1,"turquoise"
"NFATC1",4,"yellow"
"NMU",3,"brown"
"EGFR",3,"brown"
"CMTR2",1,"turquoise"
"TRAP1",1,"turquoise"
"RPS20",1,"turquoise"
"SMPD3",2,"blue"
"RUSC2",4,"yellow"
"ENO1",2,"blue"
"NOTCH1",1,"turquoise"
"SLC9A9",4,"yellow"
"RUNX3",4,"yellow"
"ARVCF",1,"turquoise"
"RPL14",1,"turquoise"
"SYF2",2,"blue"
"SNAP47",4,"yellow"
"LIPH",1,"turquoise"
"PHB",1,"turquoise"
"HSPB11",4,"yellow"
"ST6GALNAC3",4,"yellow"
"CLIP4",2,"blue"
"ING3",1,"turquoise"
"JAG1",2,"blue"
"ST6GALNAC5",4,"yellow"
"BTBD3",1,"turquoise"
"TSPAN12",3,"brown"
"MYSM1",7,"black"
"EREG",1,"turquoise"
"AREG",8,"pink"
"TACSTD2",8,"pink"
"OMA1",1,"turquoise"
"TWISTNB",2,"blue"
"PNKD",1,"turquoise"
"MDH1",2,"blue"
"WDR31",1,"turquoise"
"PDLIM5",3,"brown"
"UGP2",3,"brown"
"PRPF4",4,"yellow"
"TTLL7",1,"turquoise"
"DNAJC19",1,"turquoise"
"BET1L",1,"turquoise"
"PTPRA",5,"green"
"GTPBP6",4,"yellow"
"CYP39A1",5,"green"
"PLA2G7",4,"yellow"
"TNFRSF21",6,"red"
"MTHFD1L",1,"turquoise"
"GNPNAT1",1,"turquoise"
"ZNF770",1,"turquoise"
"TMEM5",6,"red"
"NSL1",1,"turquoise"
"TATDN3",9,"magenta"
"MAP3K1",9,"magenta"
"IL6ST",2,"blue"
"SLC38A9",1,"turquoise"
"DDX4",1,"turquoise"
"PLPP1",4,"yellow"
"PCBP4",1,"turquoise"
"gga-mir-6646-2",1,"turquoise"
"COX19",5,"green"
"CABP7",2,"blue"
"STRN3",1,"turquoise"
"RARB",1,"turquoise"
"KIF25",1,"turquoise"
"RPL15",2,"blue"
"NR1D2",4,"yellow"
"MRPL42",1,"turquoise"
"THRB",2,"blue"
"SOCS2",2,"blue"
"CRADD",4,"yellow"
"ACVR1B",8,"pink"
"SF3B1",2,"blue"
"MFSD13A",1,"turquoise"
"TMEM209",1,"turquoise"
"HORMAD2",1,"turquoise"
"CASKIN2",5,"green"
"VIPR1",1,"turquoise"
"SLC48A1",1,"turquoise"
"CMTM4",1,"turquoise"
"EPHA4",1,"turquoise"
"TMEM248",1,"turquoise"
"TRPC3",3,"brown"
"APP",3,"brown"
"HIF1A",1,"turquoise"
"SLC1A6",8,"pink"
"ETNK2",2,"blue"
"STRADA",1,"turquoise"
"UBE2J1",1,"turquoise"
"CCDC71",1,"turquoise"
"IRF1",2,"blue"
"MRPL46",4,"yellow"
"PLOD2",2,"blue"
"ARFGAP1",1,"turquoise"
"ZNF143",7,"black"
"CCDC117",2,"blue"
"UQCRC1",2,"blue"
"FARP2",1,"turquoise"
"RFXANK",1,"turquoise"
"TRAPPC2L",1,"turquoise"
"LMO4",2,"blue"
"GFOD2",3,"brown"
"ENKD1",2,"blue"
"SPOCK1",1,"turquoise"
"PROK2",1,"turquoise"
"DOK5",9,"magenta"
"GAL3ST1",1,"turquoise"
"ABCB7",1,"turquoise"
"PARD3",2,"blue"
"POP5",1,"turquoise"
"SH3BGRL",1,"turquoise"
"RIMBP2",9,"magenta"
"ASL2",1,"turquoise"
"FRMPD4",1,"turquoise"
"MGLL",3,"brown"
"PADI3",4,"yellow"
"ANXA11",6,"red"
"ECSIT",1,"turquoise"
"HEXA",1,"turquoise"
"CFAP20",1,"turquoise"
"CP",1,"turquoise"
"CRIP2",2,"blue"
"RPRD1A",1,"turquoise"
"FHOD3",1,"turquoise"
"TMCO6",2,"blue"
"MICAL1",2,"blue"
"TXNRD3",1,"turquoise"
"CKAP4",1,"turquoise"
"ADRA2C",1,"turquoise"
"BACH2",1,"turquoise"
"KCNK15",3,"brown"
"MRPL45",1,"turquoise"
"TBRG4",5,"green"
"SPOPL",3,"brown"
"NUP43",5,"green"
"PIGF",2,"blue"
"COL18A1",3,"brown"
"PCMT1",1,"turquoise"
"EFHD2",1,"turquoise"
"ZC3H3",1,"turquoise"
"PHYHIPL",7,"black"
"PPARA",4,"yellow"
"TMPRSS6",4,"yellow"
"SENP5",1,"turquoise"
"ADD3",3,"brown"
"MDH1B",1,"turquoise"
"TUBGCP4",1,"turquoise"
"UQCRFS1",1,"turquoise"
"PYM1",4,"yellow"
"ASB16",2,"blue"
"PSPC1",1,"turquoise"
"CENPJ",1,"turquoise"
"WIPF1",3,"brown"
"CTSS",1,"turquoise"
"COL9A2",3,"brown"
"MFAP1",1,"turquoise"
"PPT1",1,"turquoise"
"SRBD1",1,"turquoise"
"PBLD",3,"brown"
"SDC4",4,"yellow"
"QSOX1",2,"blue"
"APBA2",4,"yellow"
"EPB41L1",1,"turquoise"
"SMYD2",1,"turquoise"
"FEN1",1,"turquoise"
"SNN",8,"pink"
"SLC38A3",3,"brown"
"TPT1",1,"turquoise"
"MRPS33",1,"turquoise"
"ING2",3,"brown"
"C7orf25",2,"blue"
"GPR61",1,"turquoise"
"CMTM7",4,"yellow"
"GPD1L",1,"turquoise"
"CMTM8",1,"turquoise"
"OGT",1,"turquoise"
"PDLIM1",1,"turquoise"
"GRHPR",4,"yellow"
"AATF",1,"turquoise"
"GMPS",1,"turquoise"
"MRPL14",1,"turquoise"
"DLST",1,"turquoise"
"IPP",1,"turquoise"
"TMEM63B",2,"blue"
"GTF2E2",1,"turquoise"
"DDX20",1,"turquoise"
"TBCD",8,"pink"
"UTP11",6,"red"
"NDUFS2",2,"blue"
"ACADSB",2,"blue"
"PPP3CC",6,"red"
"CDCP2",2,"blue"
"SFRP4",3,"brown"
"FKBP5",8,"pink"
"PCGF1",1,"turquoise"
"LGALS2",1,"turquoise"
"TSPO2",4,"yellow"
"POLDIP2",1,"turquoise"
"LITAF",1,"turquoise"
"RAPGEFL1",1,"turquoise"
"ZBTB14",1,"turquoise"
"RNF10",8,"pink"
"ANXA13",1,"turquoise"
"COX16",5,"green"
"AKAP6",5,"green"
"CPD",3,"brown"
"IFT46",1,"turquoise"
"DPP8",1,"turquoise"
"VSTM2B",2,"blue"
"UTP23",3,"brown"
"CYFIP1",4,"yellow"
"ZBTB34",4,"yellow"
"NIPA2",2,"blue"
"SLC9A7",6,"red"
"LHPP",1,"turquoise"
"RNF7",5,"green"
"PANX1",3,"brown"
"UTP4",1,"turquoise"
"FKBP10",1,"turquoise"
"TP53INP1",5,"green"
"AQR",1,"turquoise"
"FANCB",1,"turquoise"
"MOSPD2",1,"turquoise"
"PTK2B",1,"turquoise"
"ASB9",6,"red"
"SELENOI",1,"turquoise"
"ATP5B",3,"brown"
"ANKRD29",1,"turquoise"
"MFSD4B",1,"turquoise"
"RIC1",2,"blue"
"EVC",1,"turquoise"
"NPC1",3,"brown"
"DACT1",4,"yellow"
"DCUN1D4",1,"turquoise"
"ASPSCR1",4,"yellow"
"ATG9A",8,"pink"
"CLASP1",1,"turquoise"
"UTP20",1,"turquoise"
"ANKRD17",1,"turquoise"
"NRCAM",1,"turquoise"
"TFPI2",2,"blue"
"PIGH",1,"turquoise"
"ARG2",1,"turquoise"
"TNFAIP3",7,"black"
"NPTN",2,"blue"
"MGAT5B",1,"turquoise"
"PTPN2",2,"blue"
"IL20RA",3,"brown"
"ACSBG2",1,"turquoise"
"TCTN3",1,"turquoise"
"MYCBP2",1,"turquoise"
"EDNRB",1,"turquoise"
"SLAIN1",1,"turquoise"
"RBM26",1,"turquoise"
"FAM162A",5,"green"
"CLP1",3,"brown"
"IGDCC3",4,"yellow"
"ERBB2",1,"turquoise"
"SLC25A4",1,"turquoise"
"TSTA3",2,"blue"
"LZTS3",1,"turquoise"
"DDRGK1",4,"yellow"
"PDZD3",1,"turquoise"
"ZDHHC12",2,"blue"
"RBFOX1",1,"turquoise"
"GPR107",2,"blue"
"C7orf50",2,"blue"
"HMGCL",3,"brown"
"FOXL2",2,"blue"
"ABCA2",2,"blue"
"SLC16A8",4,"yellow"
"BUB1B",3,"brown"
"GLA",1,"turquoise"
"POLR3A",1,"turquoise"
"SLC12A1",5,"green"
"SS18L2",3,"brown"
"TAMM41",1,"turquoise"
"WDR20",1,"turquoise"
"MOK",6,"red"
"CRYZ",3,"brown"
"ZNF839",1,"turquoise"
"LHX8",1,"turquoise"
"HDAC11",2,"blue"
"B9D1",1,"turquoise"
"SLC25A25",1,"turquoise"
"ASCC2",1,"turquoise"
"LUC7L2",1,"turquoise"
"R3HDM4",1,"turquoise"
"ESYT2",3,"brown"
"PFKL",8,"pink"
"CD81",1,"turquoise"
"PROCR",3,"brown"
"LSM5",1,"turquoise"
"MEIS1",3,"brown"
"NDRG4",2,"blue"
"MEGF11",5,"green"
"PCK1",1,"turquoise"
"HMOX2",2,"blue"
"ALKBH2",1,"turquoise"
"PPP1R3B",4,"yellow"
"SOX21",2,"blue"
"DCTN1",1,"turquoise"
"DHX36",1,"turquoise"
"CCDC85A",3,"brown"
"WDR26",1,"turquoise"
"MTF2",1,"turquoise"
"RNF14",1,"turquoise"
"VWCE",1,"turquoise"
"UBE2E3",2,"blue"
"ADAM9",1,"turquoise"
"NFATC3",2,"blue"
"RHOT1",1,"turquoise"
"SBNO1",1,"turquoise"
"EIF2AK1",3,"brown"
"ADAMTS17",6,"red"
"EEFSEC",1,"turquoise"
"CHRNA5",1,"turquoise"
"ARMC6",3,"brown"
"PLPP6",1,"turquoise"
"DQX1",1,"turquoise"
"NR2F6",1,"turquoise"
"DCUN1D3",1,"turquoise"
"PPTC7",5,"green"
"SGPL1",4,"yellow"
"RBM22",6,"red"
"CACYBP",1,"turquoise"
"WIPI2",1,"turquoise"
"DPY19L3",1,"turquoise"
"SETD2",1,"turquoise"
"OGDHL",4,"yellow"
"SOD3",1,"turquoise"
"LGI3",1,"turquoise"
"LRRC31",4,"yellow"
"GGA1",1,"turquoise"
"ATP6AP2",4,"yellow"
"BCOR",6,"red"
"EEF1A1",2,"blue"
"SLC17A5",1,"turquoise"
"CD109",1,"turquoise"
"TRERF1",1,"turquoise"
"GRIP1",3,"brown"
"MRPS10",1,"turquoise"
"SLC9A2",8,"pink"
"MFSD9",1,"turquoise"
"SCT",4,"yellow"
